"Giving_Team","Receiving_Team","Same.School","Flair_1_Points","Flair_2_Points","Total_Points_Given"
"Fresno State","Florida",FALSE,5.332,0.334,5.666
"Fresno State","Florida Atlantic",FALSE,NA,NA,0
"Fresno State","Florida State",FALSE,6.998,NA,6.998
"Fresno State","Fresno State",TRUE,667.56,8.35,675.91
"Fresno State","Georgia",FALSE,14,NA,14
"Fresno State","Georgia Southern",FALSE,9,NA,9
"Fresno State","Georgia State",FALSE,1,NA,1
"Fresno State","Georgia Tech",FALSE,2.666,NA,2.666
"Fresno State","Hawai'i",FALSE,63.994,0.334,64.328
"Fresno State","Houston",FALSE,7,NA,7
"Fresno State","Illinois",FALSE,7,0.668,7.668
"Fresno State","Indiana",FALSE,7,NA,7
"Fresno State","Iowa",FALSE,2,NA,2
"Fresno State","Iowa State",FALSE,1,NA,1
"Fresno State","Kansas",FALSE,3,1.336,4.336
"Fresno State","Kansas State",FALSE,3,0.334,3.334
"Fresno State","Kent State",FALSE,2,NA,2
"Fresno State","Kentucky",FALSE,8.332,1.336,9.668
"Fresno State","LSU",FALSE,7.332,NA,7.332
"Fresno State","Liberty",FALSE,5.666,NA,5.666
"Fresno State","Louisiana Monroe",FALSE,NA,NA,0
"Fresno State","Louisiana Tech",FALSE,7,NA,7
"Fresno State","Louisiana-Lafayette",FALSE,NA,NA,0
"Fresno State","Louisville",FALSE,7.662,0.334,7.996
"Fresno State","Marshall",FALSE,3,NA,3
"Fresno State","Maryland",FALSE,11.666,0.334,12
"Fresno State","Memphis",FALSE,9.666,NA,9.666
"Fresno State","Miami",FALSE,6.332,NA,6.332
"Fresno State","Miami (OH)",FALSE,NA,NA,0
"Fresno State","Michigan",FALSE,21,1.002,22.002
"Fresno State","Michigan State",FALSE,11.332,0.668,12
"Fresno State","Middle Tennessee",FALSE,2,NA,2
"Fresno State","Minnesota",FALSE,107.98,NA,107.98
"Fresno State","Mississippi State",FALSE,1,NA,1
"Fresno State","Missouri",FALSE,5,0.334,5.334
"Fresno State","NC State",FALSE,3,NA,3
"Fresno State","Navy",FALSE,7,NA,7
"Fresno State","Nebraska",FALSE,7.998,0.334,8.332
"Fresno State","Nevada",FALSE,62.328,0.334,62.662
"Fresno State","New Mexico",FALSE,4,NA,4
"Fresno State","New Mexico State",FALSE,10.332,0.334,10.666
"Fresno State","North Carolina",FALSE,7.994,NA,7.994
"Fresno State","North Texas",FALSE,4,NA,4
"Fresno State","Northern Illinois",FALSE,2,0.334,2.334
"Fresno State","Northwestern",FALSE,5,NA,5
"Fresno State","Notre Dame",FALSE,17.666,2.338,20.004
"Fresno State","Ohio",FALSE,1.666,0.334,2
"Fresno State","Ohio State",FALSE,12.666,1.002,13.668
"Fresno State","Oklahoma",FALSE,6,0.668,6.668
"Fresno State","Oklahoma State",FALSE,11,0.334,11.334
"Fresno State","Old Dominion",FALSE,1,NA,1
"Fresno State","Ole Miss",FALSE,2,0.334,2.334
"Fresno State","Oregon",FALSE,3.666,NA,3.666
"Fresno State","Oregon State",FALSE,8,1.336,9.336
"Fresno State","Penn State",FALSE,7,NA,7
"Fresno State","Pittsburgh",FALSE,1,0.334,1.334
"Fresno State","Purdue",FALSE,4,NA,4
"Fresno State","Rice",FALSE,6,0.334,6.334
"Fresno State","Rutgers",FALSE,6,0.668,6.668
"Fresno State","SMU",FALSE,5,NA,5
"Fresno State","San Diego State",FALSE,66.328,NA,66.328
"Fresno State","San Jose State",FALSE,2.666,NA,2.666
"Fresno State","South Alabama",FALSE,1,NA,1
"Fresno State","South Carolina",FALSE,2,NA,2
"Fresno State","Southern Miss",FALSE,0.666,NA,0.666
"Fresno State","Stanford",FALSE,12.332,6.346,18.678
"Fresno State","Syracuse",FALSE,1.666,NA,1.666
"Fresno State","TCU",FALSE,3,0.334,3.334
"Fresno State","Temple",FALSE,7,0.334,7.334
"Fresno State","Tennessee",FALSE,4,NA,4
"Fresno State","Texas",FALSE,6.666,2.672,9.338
"Fresno State","Texas A&M",FALSE,9.666,1.336,11.002
"Fresno State","Texas State",FALSE,6,NA,6
"Fresno State","Texas Tech",FALSE,2.332,NA,2.332
"Fresno State","Toledo",FALSE,33.66,1.002,34.662
"Fresno State","Troy",FALSE,8,NA,8
"Fresno State","Tulane",FALSE,11,NA,11
"Fresno State","Tulsa",FALSE,3,0.668,3.668
"Fresno State","UAB",FALSE,3,NA,3
"Fresno State","UCF",FALSE,11.332,NA,11.332
"Fresno State","UCLA",FALSE,72.32,1.002,73.322
"Fresno State","UNLV",FALSE,95.996,0.334,96.33
"Fresno State","USC",FALSE,16.332,9.686,26.018
"Fresno State","USF",FALSE,8,NA,8
"Fresno State","UTEP",FALSE,5,0.334,5.334
"Fresno State","UTSA",FALSE,NA,NA,0
"Fresno State","Utah",FALSE,1.666,1.336,3.002
"Fresno State","Utah State",FALSE,40.664,0.668,41.332
"Fresno State","Vanderbilt",FALSE,1.666,NA,1.666
"Fresno State","Virginia",FALSE,2,0.334,2.334
"Fresno State","Virginia Tech",FALSE,6.33,NA,6.33
"Fresno State","Wake Forest",FALSE,6,1.002,7.002
"Fresno State","Washington",FALSE,5,1.336,6.336
"Fresno State","Washington State",FALSE,5.666,1.67,7.336
"Fresno State","West Virginia",FALSE,NA,0.334,0.334
"Fresno State","Western Kentucky",FALSE,NA,NA,0
"Fresno State","Western Michigan",FALSE,4,NA,4
"Fresno State","Wisconsin",FALSE,7,4.008,11.008
"Fresno State","Wyoming",FALSE,39.66,0.334,39.994
"Georgia","Air Force",FALSE,13.662,1.336,14.998
"Georgia","Akron",FALSE,28.66,3.006,31.666
"Georgia","Alabama",FALSE,563.578,41.416,604.994
"Georgia","Appalachian State",FALSE,57.32,11.022,68.342
"Georgia","Arizona",FALSE,50.328,10.688,61.016
"Georgia","Arizona State",FALSE,54.994,28.39,83.384
"Georgia","Arkansas",FALSE,52.658,5.01,57.668
"Georgia","Arkansas State",FALSE,38.996,3.674,42.67
"Georgia","Army",FALSE,81.988,13.694,95.682
"Georgia","Auburn",FALSE,578.908,22.378,601.286
"Georgia","BYU",FALSE,44.66,16.7,61.36
"Georgia","Ball State",FALSE,12.332,0.668,13
"Georgia","Baylor",FALSE,32.328,20.374,52.702
"Georgia","Boise State",FALSE,47.996,7.348,55.344
"Georgia","Boston College",FALSE,39.66,13.694,53.354
"Georgia","Bowling Green",FALSE,12.996,2.004,15
"Georgia","Buffalo",FALSE,16,4.342,20.342
"Georgia","California",FALSE,25.662,10.354,36.016
"Georgia","Central Michigan",FALSE,17.332,1.67,19.002
"Georgia","Charlotte",FALSE,15,2.338,17.338
"Georgia","Cincinnati",FALSE,35.656,5.01,40.666
"Georgia","Clemson",FALSE,215.642,41.75,257.392
"Georgia","Coastal Carolina",FALSE,6.666,1.002,7.668
"Georgia","Colorado",FALSE,49.992,5.678,55.67
"Georgia","Colorado State",FALSE,83.66,5.344,89.004
"Georgia","Connecticut",FALSE,9.33,3.34,12.67
"Georgia","Duke",FALSE,45.664,15.698,61.362
"Georgia","East Carolina",FALSE,1.666,1.002,2.668
"Georgia","Eastern Michigan",FALSE,3.666,1.67,5.336
"Georgia","FIU",FALSE,16.33,7.682,24.012
"Georgia","Florida",FALSE,612.24,21.376,633.616
"Georgia","Florida Atlantic",FALSE,2,0.334,2.334
"Georgia","Florida State",FALSE,132.308,38.076,170.384
"Georgia","Fresno State",FALSE,21.998,5.01,27.008
"Georgia","Georgia",TRUE,3853.178,66.466,3919.644
"Georgia","Georgia Southern",FALSE,79.97,12.692,92.662
"Georgia","Georgia State",FALSE,97.98,4.676,102.656
"Georgia","Georgia Tech",FALSE,556.602,44.756,601.358
"Georgia","Hawai'i",FALSE,28.664,5.01,33.674
"Georgia","Houston",FALSE,28.662,7.014,35.676
"Georgia","Illinois",FALSE,36.994,13.026,50.02
"Georgia","Indiana",FALSE,33.662,12.024,45.686
"Georgia","Iowa",FALSE,18.994,6.012,25.006
"Georgia","Iowa State",FALSE,33.322,15.03,48.352
"Georgia","Kansas",FALSE,56.326,14.362,70.688
"Georgia","Kansas State",FALSE,27.996,8.016,36.012
"Georgia","Kent State",FALSE,11.666,2.672,14.338
"Georgia","Kentucky",FALSE,606.58,29.726,636.306
"Georgia","LSU",FALSE,560.916,33.734,594.65
"Georgia","Liberty",FALSE,19.998,4.676,24.674
"Georgia","Louisiana Monroe",FALSE,1.666,NA,1.666
"Georgia","Louisiana Tech",FALSE,17.662,1.002,18.664
"Georgia","Louisiana-Lafayette",FALSE,4,0.668,4.668
"Georgia","Louisville",FALSE,91.99,19.706,111.696
"Georgia","Marshall",FALSE,33.994,4.008,38.002
"Georgia","Maryland",FALSE,81.98,21.71,103.69
"Georgia","Memphis",FALSE,59.316,3.674,62.99
"Georgia","Miami",FALSE,172.978,40.08,213.058
"Georgia","Miami (OH)",FALSE,12.66,4.342,17.002
"Georgia","Michigan",FALSE,48.992,22.712,71.704
"Georgia","Michigan State",FALSE,42.326,13.36,55.686
"Georgia","Middle Tennessee",FALSE,413.962,4.676,418.638
"Georgia","Minnesota",FALSE,39.662,11.69,51.352
"Georgia","Mississippi State",FALSE,145.64,20.374,166.014
"Georgia","Missouri",FALSE,505.914,16.7,522.614
"Georgia","NC State",FALSE,36.992,15.03,52.022
"Georgia","Navy",FALSE,56.994,5.01,62.004
"Georgia","Nebraska",FALSE,57.658,30.394,88.052
"Georgia","Nevada",FALSE,9.666,3.674,13.34
"Georgia","New Mexico",FALSE,2,NA,2
"Georgia","New Mexico State",FALSE,22.664,1.67,24.334
"Georgia","North Carolina",FALSE,71.97,11.356,83.326
"Georgia","North Texas",FALSE,19.664,3.006,22.67
"Georgia","Northern Illinois",FALSE,21.664,9.018,30.682
"Georgia","Northwestern",FALSE,68.322,22.712,91.034
"Georgia","Notre Dame",FALSE,112.984,15.698,128.682
"Georgia","Ohio",FALSE,24.326,6.012,30.338
"Georgia","Ohio State",FALSE,166.976,22.378,189.354
"Georgia","Oklahoma",FALSE,243.966,35.404,279.37
"Georgia","Oklahoma State",FALSE,51.326,34.402,85.728
"Georgia","Old Dominion",FALSE,9.998,3.006,13.004
"Georgia","Ole Miss",FALSE,89.988,16.366,106.354
"Georgia","Oregon",FALSE,47.33,7.014,54.344
"Georgia","Oregon State",FALSE,14.996,10.354,25.35
"Georgia","Penn State",FALSE,82.322,15.03,97.352
"Georgia","Pittsburgh",FALSE,36.328,17.034,53.362
"Georgia","Purdue",FALSE,93.652,17.702,111.354
"Georgia","Rice",FALSE,24.332,2.004,26.336
"Georgia","Rutgers",FALSE,20.996,6.68,27.676
"Georgia","SMU",FALSE,55.992,3.006,58.998
"Georgia","San Diego State",FALSE,24.33,8.684,33.014
"Georgia","San Jose State",FALSE,3,0.334,3.334
"Georgia","South Alabama",FALSE,6.666,5.344,12.01
"Georgia","South Carolina",FALSE,550.922,26.052,576.974
"Georgia","Southern Miss",FALSE,15.328,5.01,20.338
"Georgia","Stanford",FALSE,65.66,20.04,85.7
"Georgia","Syracuse",FALSE,84.318,11.022,95.34
"Georgia","TCU",FALSE,61.99,19.706,81.696
"Georgia","Temple",FALSE,57.654,7.348,65.002
"Georgia","Tennessee",FALSE,615.262,19.706,634.968
"Georgia","Texas",FALSE,149.966,18.704,168.67
"Georgia","Texas A&M",FALSE,127.316,19.038,146.354
"Georgia","Texas State",FALSE,18.654,0.668,19.322
"Georgia","Texas Tech",FALSE,39.656,28.724,68.38
"Georgia","Toledo",FALSE,8.664,2.004,10.668
"Georgia","Troy",FALSE,25.66,11.69,37.35
"Georgia","Tulane",FALSE,67.624,6.012,73.636
"Georgia","Tulsa",FALSE,23.992,5.678,29.67
"Georgia","UAB",FALSE,17.66,7.014,24.674
"Georgia","UCF",FALSE,140.646,13.36,154.006
"Georgia","UCLA",FALSE,50.66,8.684,59.344
"Georgia","UNLV",FALSE,5.666,1.002,6.668
"Georgia","USC",FALSE,44.326,14.028,58.354
"Georgia","USF",FALSE,64.316,25.05,89.366
"Georgia","UTEP",FALSE,8.332,1.002,9.334
"Georgia","UTSA",FALSE,9,4.008,13.008
"Georgia","Utah",FALSE,44.994,7.682,52.676
"Georgia","Utah State",FALSE,22.33,4.676,27.006
"Georgia","Vanderbilt",FALSE,525.602,14.696,540.298
"Georgia","Virginia",FALSE,40.658,8.35,49.008
"Georgia","Virginia Tech",FALSE,89.648,17.702,107.35
"Georgia","Wake Forest",FALSE,57.642,15.03,72.672
"Georgia","Washington",FALSE,97.654,7.014,104.668
"Georgia","Washington State",FALSE,33.664,13.36,47.024
"Georgia","West Virginia",FALSE,59.326,12.024,71.35
"Georgia","Western Kentucky",FALSE,3.666,1.002,4.668
"Georgia","Western Michigan",FALSE,22.664,4.676,27.34
"Georgia","Wisconsin",FALSE,56.996,22.712,79.708
"Georgia","Wyoming",FALSE,29.662,1.002,30.664
"Georgia Southern","Air Force",FALSE,0.666,0.334,1
"Georgia Southern","Akron",FALSE,0.666,0.334,1
"Georgia Southern","Alabama",FALSE,22.996,6.012,29.008
"Georgia Southern","Appalachian State",FALSE,132.306,10.688,142.994
"Georgia Southern","Arizona",FALSE,3,0.334,3.334
"Georgia Southern","Arizona State",FALSE,2.666,0.668,3.334
"Georgia Southern","Arkansas",FALSE,3,0.334,3.334
"Georgia Southern","Arkansas State",FALSE,46.656,5.01,51.666
"Georgia Southern","Army",FALSE,15.66,1.336,16.996
"Georgia Southern","Auburn",FALSE,7.664,4.008,11.672
"Georgia Southern","BYU",FALSE,NA,NA,0
"Georgia Southern","Ball State",FALSE,NA,0.334,0.334
"Georgia Southern","Baylor",FALSE,NA,0.668,0.668
"Georgia Southern","Boise State",FALSE,1,0.668,1.668
"Georgia Southern","Boston College",FALSE,2,3.006,5.006
"Georgia Southern","Bowling Green",FALSE,4.666,NA,4.666
"Georgia Southern","Buffalo",FALSE,0.666,NA,0.666
"Georgia Southern","California",FALSE,1,NA,1
"Georgia Southern","Central Michigan",FALSE,0.666,0.334,1
"Georgia Southern","Charlotte",FALSE,NA,NA,0
"Georgia Southern","Cincinnati",FALSE,4.666,0.668,5.334
"Georgia Southern","Clemson",FALSE,36.654,4.676,41.33
"Georgia Southern","Coastal Carolina",FALSE,21.662,0.668,22.33
"Georgia Southern","Colorado",FALSE,3.998,0.668,4.666
"Georgia Southern","Colorado State",FALSE,2.666,NA,2.666
"Georgia Southern","Connecticut",FALSE,NA,NA,0
"Georgia Southern","Duke",FALSE,2.998,1.67,4.668
"Georgia Southern","East Carolina",FALSE,NA,NA,0
"Georgia Southern","Eastern Michigan",FALSE,9.33,1.002,10.332
"Georgia Southern","FIU",FALSE,1,1.002,2.002
"Georgia Southern","Florida",FALSE,11.996,10.02,22.016
"Georgia Southern","Florida Atlantic",FALSE,NA,NA,0
"Georgia Southern","Florida State",FALSE,4.332,5.01,9.342
"Georgia Southern","Fresno State",FALSE,NA,0.334,0.334
"Georgia Southern","Georgia",FALSE,177.952,52.438,230.39
"Georgia Southern","Georgia Southern",TRUE,486.564,38.076,524.64
"Georgia Southern","Georgia State",FALSE,62.63,6.68,69.31
"Georgia Southern","Georgia Tech",FALSE,16.33,13.026,29.356
"Georgia Southern","Hawai'i",FALSE,1,NA,1
"Georgia Southern","Houston",FALSE,2,0.668,2.668
"Georgia Southern","Illinois",FALSE,1,0.334,1.334
"Georgia Southern","Indiana",FALSE,NA,NA,0
"Georgia Southern","Iowa",FALSE,1,NA,1
"Georgia Southern","Iowa State",FALSE,2.666,0.668,3.334
"Georgia Southern","Kansas",FALSE,1.332,1.002,2.334
"Georgia Southern","Kansas State",FALSE,1.332,NA,1.332
"Georgia Southern","Kent State",FALSE,0.666,NA,0.666
"Georgia Southern","Kentucky",FALSE,8.66,3.34,12
"Georgia Southern","LSU",FALSE,8.664,7.348,16.012
"Georgia Southern","Liberty",FALSE,1.332,NA,1.332
"Georgia Southern","Louisiana Monroe",FALSE,NA,NA,0
"Georgia Southern","Louisiana Tech",FALSE,2.666,1.67,4.336
"Georgia Southern","Louisiana-Lafayette",FALSE,1,NA,1
"Georgia Southern","Louisville",FALSE,19.328,2.004,21.332
"Georgia Southern","Marshall",FALSE,1,1.002,2.002
"Georgia Southern","Maryland",FALSE,1,1.002,2.002
"Georgia Southern","Memphis",FALSE,4.662,1.002,5.664
"Georgia Southern","Miami",FALSE,2.666,5.344,8.01
"Georgia Southern","Miami (OH)",FALSE,NA,NA,0
"Georgia Southern","Michigan",FALSE,4.332,1.002,5.334
"Georgia Southern","Michigan State",FALSE,NA,1.002,1.002
"Georgia Southern","Middle Tennessee",FALSE,4.666,3.34,8.006
"Georgia Southern","Minnesota",FALSE,NA,0.334,0.334
"Georgia Southern","Mississippi State",FALSE,43.962,0.334,44.296
"Georgia Southern","Missouri",FALSE,5.664,5.678,11.342
"Georgia Southern","NC State",FALSE,2.666,1.002,3.668
"Georgia Southern","Navy",FALSE,4.332,1.336,5.668
"Georgia Southern","Nebraska",FALSE,1,0.334,1.334
"Georgia Southern","Nevada",FALSE,NA,NA,0
"Georgia Southern","New Mexico",FALSE,NA,NA,0
"Georgia Southern","New Mexico State",FALSE,55.662,1.67,57.332
"Georgia Southern","North Carolina",FALSE,1.666,0.668,2.334
"Georgia Southern","North Texas",FALSE,1.666,1.336,3.002
"Georgia Southern","Northern Illinois",FALSE,NA,0.334,0.334
"Georgia Southern","Northwestern",FALSE,4.666,2.004,6.67
"Georgia Southern","Notre Dame",FALSE,4,1.002,5.002
"Georgia Southern","Ohio",FALSE,NA,0.668,0.668
"Georgia Southern","Ohio State",FALSE,6.332,3.34,9.672
"Georgia Southern","Oklahoma",FALSE,2.332,3.006,5.338
"Georgia Southern","Oklahoma State",FALSE,4.666,NA,4.666
"Georgia Southern","Old Dominion",FALSE,NA,0.334,0.334
"Georgia Southern","Ole Miss",FALSE,19.654,2.672,22.326
"Georgia Southern","Oregon",FALSE,7.998,NA,7.998
"Georgia Southern","Oregon State",FALSE,5.666,NA,5.666
"Georgia Southern","Penn State",FALSE,10.33,2.004,12.334
"Georgia Southern","Pittsburgh",FALSE,NA,1.002,1.002
"Georgia Southern","Purdue",FALSE,NA,0.334,0.334
"Georgia Southern","Rice",FALSE,NA,2.338,2.338
"Georgia Southern","Rutgers",FALSE,2.332,NA,2.332
"Georgia Southern","SMU",FALSE,3,1.336,4.336
"Georgia Southern","San Diego State",FALSE,3,0.334,3.334
"Georgia Southern","San Jose State",FALSE,NA,NA,0
"Georgia Southern","South Alabama",FALSE,15.33,2.004,17.334
"Georgia Southern","South Carolina",FALSE,7.994,9.018,17.012
"Georgia Southern","Southern Miss",FALSE,1,1.002,2.002
"Georgia Southern","Stanford",FALSE,1.332,0.668,2
"Georgia Southern","Syracuse",FALSE,NA,NA,0
"Georgia Southern","TCU",FALSE,3.666,0.668,4.334
"Georgia Southern","Temple",FALSE,11.998,1.336,13.334
"Georgia Southern","Tennessee",FALSE,12.662,5.01,17.672
"Georgia Southern","Texas",FALSE,87.982,8.35,96.332
"Georgia Southern","Texas A&M",FALSE,6.332,2.004,8.336
"Georgia Southern","Texas State",FALSE,91.98,8.016,99.996
"Georgia Southern","Texas Tech",FALSE,1,1.67,2.67
"Georgia Southern","Toledo",FALSE,2,0.334,2.334
"Georgia Southern","Troy",FALSE,29.326,5.678,35.004
"Georgia Southern","Tulane",FALSE,5.664,1.336,7
"Georgia Southern","Tulsa",FALSE,0.666,1.002,1.668
"Georgia Southern","UAB",FALSE,2,7.014,9.014
"Georgia Southern","UCF",FALSE,15.33,2.338,17.668
"Georgia Southern","UCLA",FALSE,0.666,NA,0.666
"Georgia Southern","UNLV",FALSE,NA,NA,0
"Georgia Southern","USC",FALSE,3.998,3.006,7.004
"Georgia Southern","USF",FALSE,1.332,1.336,2.668
"Georgia Southern","UTEP",FALSE,NA,1.336,1.336
"Georgia Southern","UTSA",FALSE,NA,0.334,0.334
"Georgia Southern","Utah",FALSE,NA,NA,0
"Georgia Southern","Utah State",FALSE,4.332,NA,4.332
"Georgia Southern","Vanderbilt",FALSE,2.666,10.688,13.354
"Georgia Southern","Virginia",FALSE,NA,0.668,0.668
"Georgia Southern","Virginia Tech",FALSE,4.664,6.012,10.676
"Georgia Southern","Wake Forest",FALSE,1.998,0.668,2.666
"Georgia Southern","Washington",FALSE,5,0.668,5.668
"Georgia Southern","Washington State",FALSE,2.666,0.334,3
"Georgia Southern","West Virginia",FALSE,1.666,0.668,2.334
"Georgia Southern","Western Kentucky",FALSE,NA,0.334,0.334
"Georgia Southern","Western Michigan",FALSE,3.33,NA,3.33
"Georgia Southern","Wisconsin",FALSE,1,1.002,2.002
"Georgia Southern","Wyoming",FALSE,1,0.334,1.334
"Georgia State","Air Force",FALSE,NA,0.334,0.334
"Georgia State","Akron",FALSE,1.666,0.668,2.334
"Georgia State","Alabama",FALSE,2.666,6.012,8.678
"Georgia State","Appalachian State",FALSE,12.662,1.002,13.664
"Georgia State","Arizona",FALSE,NA,0.668,0.668
"Georgia State","Arizona State",FALSE,NA,1.002,1.002
"Georgia State","Arkansas",FALSE,NA,0.334,0.334
"Georgia State","Arkansas State",FALSE,10.328,0.668,10.996
"Georgia State","Army",FALSE,0.666,0.668,1.334
"Georgia State","Auburn",FALSE,1,4.676,5.676
"Georgia State","BYU",FALSE,NA,NA,0
"Georgia State","Ball State",FALSE,NA,0.668,0.668
"Georgia State","Baylor",FALSE,NA,NA,0
"Georgia State","Boise State",FALSE,2,NA,2
"Georgia State","Boston College",FALSE,NA,0.668,0.668
"Georgia State","Bowling Green",FALSE,NA,1.002,1.002
"Georgia State","Buffalo",FALSE,NA,0.668,0.668
"Georgia State","California",FALSE,NA,0.334,0.334
"Georgia State","Central Michigan",FALSE,NA,NA,0
"Georgia State","Charlotte",FALSE,1,NA,1
"Georgia State","Cincinnati",FALSE,NA,3.006,3.006
"Georgia State","Clemson",FALSE,1.666,8.684,10.35
"Georgia State","Coastal Carolina",FALSE,4.664,2.338,7.002
"Georgia State","Colorado",FALSE,NA,0.668,0.668
"Georgia State","Colorado State",FALSE,0.666,NA,0.666
"Georgia State","Connecticut",FALSE,NA,NA,0
"Georgia State","Duke",FALSE,0.666,2.004,2.67
"Georgia State","East Carolina",FALSE,NA,NA,0
"Georgia State","Eastern Michigan",FALSE,NA,0.334,0.334
"Georgia State","FIU",FALSE,NA,NA,0
"Georgia State","Florida",FALSE,NA,3.674,3.674
"Georgia State","Florida Atlantic",FALSE,NA,NA,0
"Georgia State","Florida State",FALSE,1.666,3.006,4.672
"Georgia State","Fresno State",FALSE,NA,0.334,0.334
"Georgia State","Georgia",FALSE,23.656,15.364,39.02
"Georgia State","Georgia Southern",FALSE,28.322,2.004,30.326
"Georgia State","Georgia State",TRUE,146.272,23.714,169.986
"Georgia State","Georgia Tech",FALSE,14.988,12.692,27.68
"Georgia State","Hawai'i",FALSE,NA,NA,0
"Georgia State","Houston",FALSE,NA,NA,0
"Georgia State","Illinois",FALSE,NA,0.334,0.334
"Georgia State","Indiana",FALSE,1.332,0.334,1.666
"Georgia State","Iowa",FALSE,NA,NA,0
"Georgia State","Iowa State",FALSE,NA,1.336,1.336
"Georgia State","Kansas",FALSE,NA,0.334,0.334
"Georgia State","Kansas State",FALSE,1,0.334,1.334
"Georgia State","Kent State",FALSE,NA,NA,0
"Georgia State","Kentucky",FALSE,1.666,3.34,5.006
"Georgia State","LSU",FALSE,2.666,4.342,7.008
"Georgia State","Liberty",FALSE,1,NA,1
"Georgia State","Louisiana Monroe",FALSE,NA,NA,0
"Georgia State","Louisiana Tech",FALSE,0.666,NA,0.666
"Georgia State","Louisiana-Lafayette",FALSE,NA,NA,0
"Georgia State","Louisville",FALSE,3.332,4.342,7.674
"Georgia State","Marshall",FALSE,NA,0.668,0.668
"Georgia State","Maryland",FALSE,NA,0.334,0.334
